Coil,,,,,,,
TFV8 Baby Beast,5pcs,Coils > Smok,19.99,X4|0.15 ohm quadruple coils\n30-40W,T6|0.2 ohm sextuple coils\n40-130W,T8|0.15 ohm octuple coils\n50-110W,Q2|0.4 ohm dual coils
TFV8 Beast,3pcs,Coils > Smok,19.99,T6|0.2 ohm sextuple coils\n50-240W,T10|0.12 ohm decuple coils\n50-240W,,
TFV12 Beast King,3pcs,Coils > Smok,20.99,X4|0.15 ohm quadruple coils\n60-220W,T12|0.12 ohm duodenary coils\n60-350W,,
